1000001052	943.8915	655.0363	1063.8238	710.6840
1000003052	944.1053	654.2297	1064.8045	709.7616
1000005637	944.6159	654.0448	1063.3940	710.2567
1000007056	943.7115	651.0700	1063.2592	710.8609
1000009054	944.3263	650.4447	1064.9072	712.3584
1000011053	943.4720	649.7159	1066.3605	713.4254
1000013054	942.8515	649.6402	1065.4234	713.7695
1000015054	944.6492	648.1148	1066.9031	713.4182
1000017051	943.3937	649.0072	1065.2462	713.4244
1000019051	942.2593	650.2941	1068.5264	711.6245
1000021051	942.4007	649.4499	1072.5120	714.4789
1000023051	942.0239	649.8370	1072.0934	714.1873
1000025052	942.1194	648.6997	1078.2931	712.9431
1000027052	943.0512	645.9677	1070.7915	710.1926
1000029051	943.0560	645.6681	1070.8580	709.4075
1000031063	943.8323	642.8942	1070.9254	707.7611
1000033063	943.8815	641.9866	1071.0417	705.0167
1000035064	942.1467	644.7541	1070.8959	703.2948
1000037063	943.4067	642.9611	1058.8607	704.1038
1000039061	944.3157	641.1202	1057.5560	701.7457
1000041062	945.2129	640.6604	1063.6281	701.1340
1000043062	946.3443	641.2500	1060.4599	701.4778
1000045062	947.3389	639.2552	1062.6679	700.6080
1000047065	947.7817	639.1774	1062.2138	699.7911
1000049062	946.4796	639.4438	1064.7071	698.9941
1000051060	947.5709	637.9644	1065.5889	699.7720
1000053061	945.7002	637.8273	1065.2991	698.5938
1000055061	946.8893	636.7735	1064.9168	697.2754
1000057061	946.1163	634.2483	1064.5364	697.4412
1000059062	944.9371	636.0093	1065.1546	697.3206
1000061062	946.0759	633.5971	1067.9201	696.4671
1000063060	947.6991	634.0674	1067.2683	697.3640
1000065061	947.6800	633.0971	1069.1019	697.2619
1000067059	946.7862	632.5151	1068.0928	697.1944
1000069059	946.7007	631.1070	1068.0176	699.1624
1000071059	946.1817	631.3599	1073.0256	697.6810
1000073059	945.4407	629.7553	1069.0617	696.4124
1000075071	947.2093	626.8367	1068.8018	694.7436
1000077069	948.6510	621.1745	1069.1375	694.6158
1000079068	950.7275	621.8516	1068.5791	692.5787
1000081072	949.7261	625.1203	1069.6573	689.9232
1000083670	949.6522	626.5998	1069.9199	689.2901
1000085068	947.1320	626.4123	1071.4542	689.8446
1000087069	947.7199	625.6983	1069.3840	690.4280
1000089069	950.0105	623.1310	1063.7248	688.5437
1000091070	952.5547	621.4987	1068.3219	686.3562
1000093075	951.3870	622.2423	1064.5233	689.6922
1000095069	949.2907	621.6984	1062.1557	686.4922
1000097070	949.3904	617.8980	1063.2393	686.9122
1000099070	948.7418	614.7925	1068.0880	686.5002
1000101068	945.4141	616.3907	1064.3590	687.5581
1000103067	944.1567	615.8219	1067.6888	688.3927
1000105067	944.7951	612.4452	1069.4196	686.9899
1000107068	945.1971	609.4033	1064.9258	684.4098
1000109067	946.2989	610.9493	1062.7275	683.0565
1000111070	946.0705	610.0313	1059.8653	684.9198
1000113068	947.2924	609.8766	1061.4696	686.0371
1000115068	946.5518	608.4579	1062.9966	684.8791
1000117066	949.4693	604.3268	1058.5543	686.7543
1000119077	943.8731	603.3199	1041.4965	685.8519
1000121076	934.9660	600.9746	1023.7003	683.1242
1000123077	913.7955	608.5784	1010.8415	678.6211
1000125076	909.4973	595.1733	1003.3893	675.3367
1000127077	903.5200	589.1941	1004.7543	668.0293
1000129076	897.9258	590.1692	1002.5618	661.8081
1000131078	896.8216	586.1255	1006.1353	657.9017
1000133078	897.7628	583.8860	1007.7152	656.7037
1000135083	898.0991	576.8690	1009.3448	655.0891
1000137077	898.5679	579.2460	1006.4226	653.1980
1000139076	897.9397	578.6784	1006.2129	647.4696
1000141075	896.8122	574.9354	1000.7130	638.2313
1000143077	898.9172	573.4458	1005.3413	637.7262
1000145078	898.5439	572.8460	1002.7140	634.9296
1000147077	900.2675	570.9884	999.3353	632.7597
1000149076	903.8372	568.9214	1000.7837	632.3020
1000151079	904.3317	570.3183	1002.1112	631.6666
1000153076	905.3485	564.8744	999.9271	633.4800
1000155074	904.4417	563.4867	997.2668	634.4520
1000157219	903.1663	566.0227	997.8791	633.4075
1000159075	904.3231	565.9027	997.9696	633.4238
1000161075	903.5512	566.7508	998.7322	633.0257
1000163086	903.0725	554.5202	999.6309	632.8200
1000165086	902.5766	559.2248	1000.8091	631.8113
1000167085	904.1974	554.8807	998.1263	630.4423
1000169085	904.2244	556.6830	1005.0256	632.2826
1000171083	904.9805	550.9277	996.4423	630.5418
1000173086	905.4811	554.5087	1000.9667	630.6831
1000175086	904.5316	554.9153	1000.5815	630.0305
1000177084	904.4149	556.4829	998.6667	629.2663
1000179085	905.4478	558.1388	992.7801	627.8317
1000181084	905.3785	557.5195	997.1849	626.4153
1000183085	905.0234	554.0160	996.0251	625.2723
1000185084	904.4502	559.4577	995.4620	624.3619
1000187084	904.6743	552.2774	996.6959	622.6924
1000189082	903.7020	553.6757	993.8911	621.9506
1000191084	901.3257	551.8874	991.7271	620.1055
1000193084	901.9721	548.7730	990.6592	621.2115
1000195091	902.1172	546.8988	992.2095	620.9713
1000197086	902.0746	549.5263	991.9561	619.6785
1000199085	903.0874	549.7311	994.1385	617.1847
1000201082	904.2928	552.2685	993.2539	614.9267
1000203084	904.9693	549.6006	991.3545	613.9714
1000205084	903.5774	547.0456	991.7581	613.6125
1000207092	903.4053	552.7853	991.9645	614.9876
1000209094	905.9844	545.1317	990.8036	614.4898
1000211094	903.4672	544.7820	991.3762	612.7277
1000213094	903.1950	547.6226	992.9814	612.4783
1000215095	904.4977	545.9201	994.0102	612.0068
1000217103	904.2790	548.3429	993.1787	611.0513
1000219093	905.6244	548.4956	990.5640	611.8510
1000221097	906.4566	545.5593	986.5186	609.2098
1000223094	907.7975	543.0921	988.8527	608.9247
1000225091	905.3899	540.5870	987.1390	606.4147
1000227401	904.9374	539.4902	987.3818	607.0921
1000229091	907.0600	539.5050	990.4150	606.4550
1000231093	908.0295	537.8732	989.5127	606.2015
1000233091	907.9940	538.9422	986.7639	605.1378
1000235093	904.5720	537.4712	984.6370	604.7321
1000237090	903.3502	535.6097	983.4284	605.3760
1000239090	905.3411	533.7020	984.8512	602.1565
1000241092	903.7751	533.7636	984.3488	599.6735
1000243092	906.5088	534.1978	989.6875	598.0857
1000245093	904.9845	534.6900	986.6215	597.9482
1000247098	906.6930	534.4393	981.7953	598.3240
1000249092	904.0225	532.2111	982.6534	597.7481
1000251101	903.4399	532.5384	984.5627	597.6617
1000253102	900.8489	533.0029	986.5360	593.8012
1000255104	901.8845	532.2332	986.0350	593.3837
1000257101	901.6669	534.3678	985.4508	594.2425
1000259101	902.5639	531.8535	980.6600	594.1351
1000261100	901.8125	535.9255	982.5758	594.8297
1000263203	898.9911	538.0280	982.7094	595.9161
1000265102	898.2649	535.8378	977.6700	596.8088
1000267102	900.4230	536.4107	975.9127	595.1783
1000269101	905.0103	532.2179	982.2289	594.6062
1000271101	908.6773	529.6837	971.2018	592.7151
1000273100	898.2450	531.5816	957.3279	587.0591
1000275098	873.7983	533.6198	952.5637	582.5207
1000277100	827.0782	531.8603	921.7237	580.3699
1000279100	792.9362	512.0487	877.3508	561.9995
1000281100	763.8786	507.4009	849.5992	559.4673
1000283100	722.4858	495.2223	826.0372	528.6015
1000285100	671.2198	487.2009	783.1634	519.4922
1000287099	657.7739	465.2681	764.8352	497.0926
1000289106	632.3221	445.2222	743.3184	493.2361
1000291099	600.9789	441.5433	718.3560	484.2448
1000293098	559.2334	435.9908	705.9024	490.5664
1000295108	556.2859	426.5553	670.2076	483.5797
1000297369	541.8328	406.1072	667.2568	464.9343
1000299112	522.4000	382.1861	639.6881	460.7142
1000301109	495.6179	382.9973	610.0015	452.5703
1000303114	476.3990	380.3464	583.7059	448.1294
1000305109	470.5190	379.2591	581.1476	432.5572
1000307106	460.3458	380.5886	557.3592	422.2477
1000309107	455.8323	383.4206	553.1212	417.0492
1000311106	453.2256	380.0749	555.1623	416.6556
1000313108	454.7412	379.4176	556.9828	415.2038
1000315108	458.8482	381.6389	560.8095	416.1056
1000317109	467.3807	381.4320	565.5018	415.8329
1000319108	473.8303	380.0329	564.6903	415.7436
1000321107	474.1448	379.2405	567.8561	414.5684
1000323105	473.8254	381.0647	564.9174	411.3622
1000325109	473.2231	380.0677	563.6912	408.1201
1000327108	471.4114	381.8530	559.4186	404.8720
1000329107	474.4657	381.6457	557.6892	404.8706
